script_id,imdb_character_name,words,gender,age,total_dialogue,imdb_id,title,year,gross (inflation-adjusted),link,proportion_of_dialogue
653,malcolm x,662,m,44.0,9001,tt0248667,Ali,2001,89.0,film_20100519/all_imsdb_05_19_10/Ali.html,0.07354738362404177
653,muhammad ali,4042,m,33.0,9001,tt0248667,Ali,2001,89.0,film_20100519/all_imsdb_05_19_10/Ali.html,0.4490612154205088
664,antonio salieri,1919,m,45.0,12288,tt0086879,Amadeus,1984,,film_20100519/all_imsdb_05_19_10/Amadeus.html,0.15616861979166666
664,archbishop coll,150,m,52.0,12288,tt0086879,Amadeus,1984,,film_20100519/all_imsdb_05_19_10/Amadeus.html,0.01220703125
664,baron van swiet,246,m,61.0,12288,tt0086879,Amadeus,1984,,film_20100519/all_imsdb_05_19_10/Amadeus.html,0.02001953125
664,count orsini-ro,303,m,54.0,12288,tt0086879,Amadeus,1984,,film_20100519/all_imsdb_05_19_10/Amadeus.html,0.024658203125
664,count von strac,155,m,52.0,12288,tt0086879,Amadeus,1984,,film_20100519/all_imsdb_05_19_10/Amadeus.html,0.012613932291666666
664,emanuel schikan,702,m,35.0,12288,tt0086879,Amadeus,1984,,film_20100519/all_imsdb_05_19_10/Amadeus.html,0.05712890625
664,emperor joseph ,946,m,38.0,12288,tt0086879,Amadeus,1984,,film_20100519/all_imsdb_05_19_10/Amadeus.html,0.07698567708333333
664,father vogler,309,m,31.0,12288,tt0086879,Amadeus,1984,,film_20100519/all_imsdb_05_19_10/Amadeus.html,0.025146484375
664,leopold mozart,646,m,61.0,12288,tt0086879,Amadeus,1984,,film_20100519/all_imsdb_05_19_10/Amadeus.html,0.052571614583333336
664,michael schlumb,410,m,52.0,12288,tt0086879,Amadeus,1984,,film_20100519/all_imsdb_05_19_10/Amadeus.html,0.033365885416666664
664,papageno in 'th,154,m,,12288,tt0086879,Amadeus,1984,,film_20100519/all_imsdb_05_19_10/Amadeus.html,0.012532552083333334
664,parody commenda,107,m,50.0,12288,tt0086879,Amadeus,1984,,film_20100519/all_imsdb_05_19_10/Amadeus.html,0.008707682291666666
664,salieri's valet,149,m,36.0,12288,tt0086879,Amadeus,1984,,film_20100519/all_imsdb_05_19_10/Amadeus.html,0.012125651041666666
664,wolfgang amadeu,3826,m,31.0,12288,tt0086879,Amadeus,1984,,film_20100519/all_imsdb_05_19_10/Amadeus.html,0.3113606770833333
665,2-star general,144,m,,9039,tt0765429,American Gangster,2007,164.0,film_20100519/all_imsdb_05_19_10/American-Gangster.html,0.015930965814802522
665,charlie william,115,m,60.0,9039,tt0765429,American Gangster,2007,164.0,film_20100519/all_imsdb_05_19_10/American-Gangster.html,0.01272264631043257
665,detective trupo,377,m,39.0,9039,tt0765429,American Gangster,2007,164.0,film_20100519/all_imsdb_05_19_10/American-Gangster.html,0.04170815355680938
665,frank lucas,2480,m,53.0,9039,tt0765429,American Gangster,2007,164.0,film_20100519/all_imsdb_05_19_10/American-Gangster.html,0.27436663347715456
665,freddie spearma,140,m,48.0,9039,tt0765429,American Gangster,2007,164.0,film_20100519/all_imsdb_05_19_10/American-Gangster.html,0.015488438986613564
665,huey lucas,529,m,30.0,9039,tt0765429,American Gangster,2007,164.0,film_20100519/all_imsdb_05_19_10/American-Gangster.html,0.058524173027989825
665,javier j. river,392,m,39.0,9039,tt0765429,American Gangster,2007,164.0,film_20100519/all_imsdb_05_19_10/American-Gangster.html,0.043367629162517976
665,jimmy zee,115,m,,9039,tt0765429,American Gangster,2007,164.0,film_20100519/all_imsdb_05_19_10/American-Gangster.html,0.01272264631043257
665,lou toback,318,m,50.0,9039,tt0765429,American Gangster,2007,164.0,film_20100519/all_imsdb_05_19_10/American-Gangster.html,0.035180882841022235
665,moses jones,103,m,38.0,9039,tt0765429,American Gangster,2007,164.0,film_20100519/all_imsdb_05_19_10/American-Gangster.html,0.011395065825865693
665,mp,168,m,40.0,9039,tt0765429,American Gangster,2007,164.0,film_20100519/all_imsdb_05_19_10/American-Gangster.html,0.018586126783936275
665,nate,175,m,48.0,9039,tt0765429,American Gangster,2007,164.0,film_20100519/all_imsdb_05_19_10/American-Gangster.html,0.019360548733266956
665,richie roberts,2217,m,43.0,9039,tt0765429,American Gangster,2007,164.0,film_20100519/all_imsdb_05_19_10/American-Gangster.html,0.2452704945237305
665,tango,140,m,35.0,9039,tt0765429,American Gangster,2007,164.0,film_20100519/all_imsdb_05_19_10/American-Gangster.html,0.015488438986613564
665,teddy,204,m,,9039,tt0765429,American Gangster,2007,164.0,film_20100519/all_imsdb_05_19_10/American-Gangster.html,0.022568868237636906
665,tony,261,m,,9039,tt0765429,American Gangster,2007,164.0,film_20100519/all_imsdb_05_19_10/American-Gangster.html,0.028874875539329572
665,us attorney,222,m,45.0,9039,tt0765429,American Gangster,2007,164.0,film_20100519/all_imsdb_05_19_10/American-Gangster.html,0.02456023896448722
666,bob falfa,248,m,31.0,9874,tt0069704,American Graffiti,1973,565.0,film_20100519/all_imsdb_05_19_10/American-Graffiti.html,0.025116467490378772
666,carlos,131,m,18.0,9874,tt0069704,American Graffiti,1973,565.0,film_20100519/all_imsdb_05_19_10/American-Graffiti.html,0.013267166295321046
666,curt,1240,m,26.0,9874,tt0069704,American Graffiti,1973,565.0,film_20100519/all_imsdb_05_19_10/American-Graffiti.html,0.12558233745189387
666,disc jockey,622,m,35.0,9874,tt0069704,American Graffiti,1973,565.0,film_20100519/all_imsdb_05_19_10/American-Graffiti.html,0.06299372088312741
666,joe,559,m,35.0,9874,tt0069704,American Graffiti,1973,565.0,film_20100519/all_imsdb_05_19_10/American-Graffiti.html,0.05661332793194247
666,john,1472,m,28.0,9874,tt0069704,American Graffiti,1973,565.0,film_20100519/all_imsdb_05_19_10/American-Graffiti.html,0.14907838768482884
666,manager,333,m,,9874,tt0069704,American Graffiti,1973,565.0,film_20100519/all_imsdb_05_19_10/American-Graffiti.html,0.03372493417054891
666,mr. wolfe,157,m,31.0,9874,tt0069704,American Graffiti,1973,565.0,film_20100519/all_imsdb_05_19_10/American-Graffiti.html,0.015900344338667206
666,steve,889,m,19.0,9874,tt0069704,American Graffiti,1973,565.0,film_20100519/all_imsdb_05_19_10/American-Graffiti.html,0.09003443386672068
666,terry,1604,m,20.0,9874,tt0069704,American Graffiti,1973,565.0,film_20100519/all_imsdb_05_19_10/American-Graffiti.html,0.16244683005874014
